id,name,slug,teamID,position,price,fantasyPrice,number,status,priceIncrement,playedHome,playedAway,points,pointsHome,pointsAway,pointsLastSeason,fitness_json,iconHero,altPositions,statusInfo,statusChange
17731,Catena,a-catena,93,2,3260000,14000000,24,ok,-70000,19,16,143,83,60,111,"[2,2,2,2,2]",,,,
37739,De la Fuente,a-de-la-fuente,10,2,3480000,8000000,4,ok,0,18,15,151,96,55,,"[2,6,11,6,""doubt""]",,,,
16606,Aitor Fernández,a-fernandez,93,1,210000,8000000,13,ok,-10000,1,1,12,6,6,10,"[null,null,6,6,null]",,,,
15462,Gorosabel,a-gorosabel,1,2,310000,10000000,2,ok,-10000,12,12,62,38,24,76,"[2,6,2,6,2]",,,,
24576,Sørloth,a-sorloth,2,4,5600000,32000000,9,ok,-50000,18,17,123,105,18,188,"[2,2,9,-2,""injured""]",i/p/hero/24576.png,,,
30510,Abde Rebbach,abde-rebbach,91,4,1640000,8000000,21,ok,0,17,13,99,50,49,20,"[6,6,6,6,6]",,[3],,
30505,Abqar,abdel-abqar,8,2,290000,10000000,3,ok,0,12,11,40,36,4,102,"[2,2,""sanctioned"",2,2]",,,,
25127,Ez Abde,abdessamad-ezzalzouli,87,4,14770000,17000000,10,doubt,0,15,14,196,98,98,122,"[9,6,6,9,13]",i/p/hero/25127.png,[3],Esguince de rodilla.,1781164808
28082,Mumin,abdul-mumin,70,2,190000,10000000,16,ok,0,2,1,4,2,2,112,"[2,0,null,null,null]",,,,
38961,Kamara,abu-kamara,8,4,150000,11000000,11,ok,0,8,4,10,6,4,,"[null,null,null,null,2]",,,,
37709,Boayar,adam-boayar,75,4,150000,7000000,32,ok,0,3,4,15,2,13,,"[null,""injured"",""injured"",""doubt"",""doubt""]",,[3],,
32464,Boiro,adama-boiro,1,2,150000,7000000,19,ok,0,7,7,24,14,10,48,"[2,null,2,null,2]",,,,
34034,Adrián,adrian,87,1,190000,9000000,13,ok,-10000,1,0,10,10,0,54,"[10,null,null,null,null]",,,,
38071,Adrián Liso,adrian-liso,8,4,300000,8000000,23,ok,0,14,14,86,36,50,,"[2,null,null,null,-2]",i/p/hero/38071.png,[3],,
17200,Aihen,aihen-munoz,13,2,210000,9000000,3,ok,0,10,11,49,31,18,50,"[2,11,null,null,null]",,,,
27591,Aimar Oroz,aimar-oroz,93,3,2360000,22000000,10,ok,-40000,16,15,110,68,42,201,"[2,2,2,2,2]",i/p/hero/27591.png,[4],,
27996,Paredes,aitor-paredes,1,2,320000,12000000,4,ok,-10000,8,11,66,24,42,82,"[2,null,null,null,null]",,,,
19141,Ruibal,aitor-ruibal,87,3,1370000,11000000,24,injured,-20000,13,14,107,66,41,90,"[""injured"",""injured"",null,-1,null]",i/p/hero/19141.png,"[2, 4]",Operación en el menisco externo de su rodilla derecha. Retorno estimado: Vuelta indefinida.,1778760048
35778,Akor Adams,akor-adams,17,4,2720000,8000000,9,ok,0,15,17,154,76,78,4,"[2,2,13,9,null]",,,,
38142,Matturro,alan-matturro,10,2,260000,8000000,3,ok,0,10,9,37,35,2,,"[null,null,null,6,-2]",,,,
32017,Alberto Dadie,alberto-dadie,13,4,150000,7000000,38,ok,0,0,0,0,0,0,,"[null,null,null,null,null]",,,,
30495,Moleiro,alberto-moleiro,19,3,9800000,23000000,20,ok,-150000,19,18,184,124,60,170,"[6,2,2,2,14]",i/p/hero/30495.png,[4],,
19860,Febas,aleix-febas,5,3,10450000,8000000,14,ok,0,17,19,196,118,78,,"[6,null,6,2,6]",,,,
10040,Balde,alejandro-balde,3,2,2540000,20000000,3,ok,10000,13,15,98,56,42,124,"[-2,6,-2,0,null]",i/p/hero/10040.png,,,
8517,Álex Primo,alejandro-primo,10,1,150000,7000000,32,ok,0,0,0,0,0,0,,"[""doubt"",""injured"",""injured"",""injured"",""injured""]",,,,
37450,Alemão,alemao,70,4,1940000,8000000,9,ok,0,14,12,76,56,20,,"[2,9,2,9,6]",,,,
10157,Aleñá,alena,91,3,420000,10000000,10,ok,-10000,17,17,72,38,34,58,"[null,null,null,""sanctioned"",2]",,[4],,
19547,Baena,alex-baena,2,3,5110000,38000000,10,ok,-120000,14,13,92,62,30,216,"[-2,6,null,6,null]",i/p/hero/19547.png,[4],,
897,Berenguer,alex-berenguer,1,4,1370000,25000000,7,ok,-20000,16,15,108,50,58,178,"[null,2,2,2,null]",,[3],,
39901,Freeman,alex-freeman,19,2,440000,10000000,3,ok,-10000,4,5,16,8,8,,"[null,null,-2,null,6]",,,,
34173,Álex Padilla,alex-padilla,1,1,150000,7000000,27,ok,0,0,2,-4,0,-4,30,"[2,null,null,null,null]",,,,
7003,Remiro,alex-remiro,13,1,2320000,16000000,1,ok,-50000,19,18,146,70,76,136,"[null,2,10,2,6]",,,,
38073,Alex Sancris,alex-sancris,8,4,160000,8000000,18,ok,0,11,7,27,15,12,,"[null,null,null,2,-2]",,[3],,
37499,Trent,alexander-arnold,15,2,2470000,33000000,12,ok,-60000,7,14,30,26,4,,"[null,0,2,-2,2]",,,,
38964,Alexis Sánchez,alexis-sanchez,17,4,1360000,18000000,10,ok,-20000,15,13,106,56,50,,"[2,2,2,6,9]",,[3],,
19285,Pacha Espino,alfonso-espino,70,2,920000,8000000,22,ok,-20000,16,14,76,36,40,40,"[2,0,2,2,2]",,[3],,
23842,Alfon González,alfonso-gonzales,19,4,620000,12000000,11,ok,-10000,7,13,46,8,38,117,"[null,2,null,2,null]",i/p/hero/23842.png,[3],,
2031,Pedraza,alfonso-pedraza,19,2,1080000,9000000,24,ok,-20000,14,13,93,52,41,36,"[6,null,2,null,6]",,[3],,
16992,Nyom,allan-nyom,8,3,160000,7000000,12,ok,0,9,6,28,20,8,40,"[6,2,6,null,null]",,[2],,
39769,Álvaro Arbeloa,alvaro-arbeloa,,5,3370000,20000000,0,ok,0,10,9,41,25,16,,"[3,3,3,0,3]",,,,
31707,Álvaro Carreras,alvaro-fernandez-2,15,2,2630000,17000000,18,ok,-50000,15,13,124,75,49,,"[2,null,2,null,null]",,,,
39966,Álvaro Fidalgo,alvaro-fidalgo,87,3,1030000,11000000,15,ok,-10000,5,4,38,22,16,,"[2,2,null,null,null]",,,,
33,Álvaro García,alvaro-garcia,70,4,2190000,16000000,18,ok,-30000,15,17,152,85,67,180,"[2,""doubt"",""doubt"",""doubt"",""injured""]",i/p/hero/33.png,[3],,
37719,Álvaro Núñez,alvaro-nunez,5,2,780000,8000000,14,ok,-10000,13,12,78,54,24,,"[null,null,null,2,2]",,[3],,
29908,Álvaro Rodríguez,alvaro-rodriguez,75,4,2940000,8000000,20,ok,0,16,18,161,87,74,50,"[13,10,2,9,-2]",,,,
30487,Álvaro Valles,alvaro-valles,87,1,2070000,10000000,1,ok,-40000,14,14,96,40,56,,"[null,2,2,6,6]",i/p/hero/30487.png,,,
17369,Guevara,ander-guevara,91,3,200000,9000000,6,ok,0,12,13,53,14,39,82,"[0,null,null,2,2]",,,,
33921,Ander Yoldi,ander-yoldi,93,4,150000,7000000,8,ok,0,0,0,0,0,0,,"[null,null,null,null,null]",,[3],,
27929,André Almeida,andre-almeida-2,18,3,480000,12000000,10,ok,-10000,13,9,32,12,20,88,"[0,2,null,null,null]",,[4],,
16821,André Silva,andre-silva,75,4,2290000,10000000,9,ok,-40000,13,18,98,36,62,,"[2,2,2,2,9]",,,,
26276,Ratiu,andrei-ratiu,70,2,5640000,16000000,2,ok,-40000,18,17,162,100,62,192,"[2,6,2,6,2]",i/p/hero/26276.png,,,
38072,Andrés Castrín,andres-castrin,17,2,1390000,8000000,32,ok,-30000,10,9,91,57,34,,"[null,6,6,15,6]",,,,
15289,Lunin,andriy-lunin,15,1,1380000,13000000,13,ok,-10000,4,3,26,8,18,18,"[null,null,null,null,6]",,,,
30334,Fortuño,angel-fortuno,7,1,150000,7000000,1,ok,0,1,0,6,6,0,,"[6,null,null,null,null]",,,,
35765,Angel Ortiz,angel-ortiz,87,2,160000,8000000,40,ok,-10000,6,7,26,16,10,26,"[null,""injured"",""injured"",""injured"",""injured""]",,,,
39885,Ángel Pérez,angel-perez,91,4,2040000,7000000,7,ok,-40000,8,8,75,40,35,,"[2,2,6,6,6]",,"[2, 3]",,
18398,Budimir,ante-budimir,93,4,15200000,33000000,17,ok,0,19,18,193,126,67,243,"[2,6,-2,9,6]",i/p/hero/18398.png,,,
41200,Anthony Gordon,anthony-gordon,3,4,12770000,41000000,18,ok,10000,0,0,0,0,0,,[],,,,
1612,Antonio Blanco,antonio-blanco,91,3,3610000,12000000,8,ok,0,18,18,152,92,60,105,"[2,6,6,2,10]",,,,
33705,Antoniu Roca,antoniu-roca,7,4,150000,7000000,20,ok,0,7,6,24,14,10,72,"[2,2,6,null,2]",,[3],,
35770,Antony,antony,87,4,10290000,37000000,7,ok,-200000,17,15,126,72,54,113,"[6,2,6,9,6]",i/p/hero/35770.png,[3],,
31027,Arda Güler,arda-guler,15,3,6780000,25000000,15,ok,-40000,18,15,146,80,66,84,"[2,""doubt"",""injured"",""injured"",""injured""]",i/p/hero/31027.png,,,
2016,Elustondo,aritz-elustondo,13,2,150000,9000000,6,ok,0,8,8,26,16,10,50,"[2,6,null,2,null]",,,,
38527,Arnau Tenas,arnau-tenas,19,1,990000,11000000,25,ok,-10000,5,5,40,18,22,,"[2,6,-2,2,6]",,,,
24509,Danjuma,arnaut-danjuma,18,4,880000,10000000,7,ok,-10000,16,14,91,54,37,84,"[null,null,null,null,2]",,[3],,
31475,Zakharyan,arsen-zakharyan,13,3,150000,9000000,21,ok,0,8,9,30,14,16,14,"[null,2,null,null,null]",,[4],,
32134,Batalla,augusto-batalla,70,1,2010000,15000000,13,ok,0,18,17,132,66,66,164,"[null,2,2,2,10]",,,,
2001,Ayoze,ayoze-perez,19,4,2620000,32000000,22,ok,-40000,13,12,73,35,38,233,"[16,2,-2,9,2]",i/p/hero/2001.png,,,
38361,Santamaria,b-santamaria,18,3,310000,12000000,22,ok,0,8,11,26,20,6,,"[null,null,null,null,null]",,,,
2219,Bakambu,bakambu,87,4,570000,8000000,11,ok,-10000,7,11,43,16,27,64,"[null,2,null,null,null]",,,,
38216,Roony,bardghji,3,4,2250000,8000000,19,ok,-60000,13,8,65,40,25,,"[null,2,-2,null,2]",,,,
2602,Barrenetxea,barrenetxea,13,3,2910000,13000000,7,ok,-60000,16,14,132,80,52,76,"[""doubt"",""injured"",2,10,2]",,[4],,
38963,Batista,batista-mendy,17,3,430000,13000000,19,ok,-10000,15,12,90,60,30,,"[null,null,null,null,6]",,,,
35705,Bekhoucha,bekhoucha,8,2,150000,7000000,31,ok,0,2,2,6,4,2,4,"[null,null,null,null,null]",,[3],,
14512,Belaid,belaid,2,3,150000,7000000,29,ok,0,0,2,4,0,4,,"[null,null,null,null,2]",,,,
21033,Beñat Prados,benat-prados,1,3,180000,15000000,24,ok,0,1,1,4,2,2,100,"[null,""injured"",""doubt"",""doubt"",""doubt""]",,,,
24979,Turrientes,benat-turrientes,13,3,940000,8000000,8,ok,0,15,12,88,58,30,46,"[2,2,0,null,2]",,,,
2169,Bigas,bigas,75,2,2370000,9000000,6,ok,-40000,14,14,124,74,50,,"[6,6,null,6,2]",,,,
19506,Bordalás,bordalas,8,5,830000,8000000,0,ok,0,19,19,51,27,24,42,"[3,0,3,1,0]",,,,
2009,Borja Iglesias,borja-iglesias,5,4,7760000,16000000,7,ok,-190000,18,17,188,104,84,173,"[2,-2,2,13,9]",i/p/hero/2009.png,,,
91,Mayoral,borja-mayoral,8,4,540000,13000000,9,ok,-10000,8,8,46,26,20,85,"[null,null,null,0,-2]",i/p/hero/91.png,,,
129,Brahim,brahim-diaz,15,4,3990000,23000000,21,ok,-90000,14,16,59,39,20,92,"[5,2,6,6,2]",i/p/hero/129.png,[3],,
11610,Brais Méndez,brais-mendez,13,3,2970000,16000000,23,ok,0,16,13,91,55,36,96,"[null,2,null,null,null]",i/p/hero/11610.png,[4],,
33971,Bretones,bretones,93,2,450000,9000000,23,ok,-10000,14,14,73,39,34,102,"[null,2,2,6,2]",,[3],,
40010,Sangaré,buba-sangare,75,2,150000,7000000,42,ok,0,5,7,32,12,20,,"[6,0,2,2,null]",,[3],,
31026,Azpilicueta,c-azpilicueta,17,2,390000,8000000,3,ok,-10000,9,8,60,32,28,47,"[2,null,2,null,null]",,,,
38275,Calebe,calebe,91,3,200000,8000000,20,ok,0,10,9,36,18,18,,"[null,null,null,null,null]",,[4],,
1952,Cancelo,cancelo,3,2,10870000,17000000,2,ok,-70000,9,7,88,64,24,,"[0,15,2,6,6]",,,,
31321,Starfelt,carl-starfelt,5,2,820000,11000000,2,doubt,-10000,9,10,71,31,40,115,"[""doubt"",""injured"",""injured"",""injured"",""injured""]",,,Hernia discal.,1779566430
28309,Carlos Álvarez,carlos-alvarez,10,3,1410000,12000000,24,ok,-20000,15,15,124,50,74,,"[""doubt"",""injured"",""injured"",""injured"",2]",,[4],,
30507,Benavidez,carlos-benavidez,91,3,150000,7000000,23,ok,0,7,6,17,9,8,40,"[2,0,2,2,""doubt""]",,[2],,
3446,Carlos Dominguez,carlos-dominguez,5,2,170000,8000000,24,ok,0,4,4,16,4,12,46,"[null,null,null,null,null]",,,,
37711,Espí,carlos-espi,10,4,9620000,7000000,19,ok,-180000,15,10,147,99,48,,"[9,13,2,6,9]",i/p/hero/37711.png,,,
39357,Carlos Maciá,carlos-macia,19,3,150000,7000000,37,ok,0,3,2,4,4,0,,"[0,null,null,null,null]",,,,
25158,Carlos Martín,carlos-martin,70,4,260000,8000000,14,ok,0,6,5,22,14,8,78,"[2,2,null,2,null]",,[3],,
26566,Carlos Romero,carlos-romero,7,2,7440000,12000000,22,ok,0,18,18,222,110,112,124,"[10,15,6,2,2]",i/p/hero/26566.png,,,
6837,Soler,carlos-soler,13,3,7430000,13000000,18,ok,0,16,17,114,42,72,,"[6,2,2,2,2]",,,,
1683,Carvajal,carvajal,15,2,2310000,13000000,2,ok,-30000,12,5,50,36,14,39,"[6,2,2,""injured"",""injured""]",,,,
40071,César Palacios,cesar-palacios,15,3,170000,8000000,38,ok,-10000,2,3,4,2,2,,"[null,null,0,0,0]",,,,
26592,Tárrega,cesar-tarrega,18,2,890000,14000000,5,ok,-10000,16,16,88,40,48,142,"[6,2,2,2,-2]",,,,
40045,Cestero,cestero,15,3,150000,7000000,28,ok,0,1,1,0,0,0,,"[null,null,null,null,null]",,,,
38528,Pickel,charles-pickel,7,3,150000,10000000,18,ok,0,11,13,37,20,17,,"[null,2,0,2,-2]",,,,
26678,Christensen,christensen,3,2,230000,12000000,15,ok,0,6,7,30,18,12,22,"[-2,null,""doubt"",""doubt"",""injured""]",,[3],,
1760,Chust,chust,75,2,1440000,11000000,23,ok,-20000,16,15,118,76,42,,"[6,15,2,2,2]",,,,
14615,Claudio Giráldez,claudio-giraldez,5,5,760000,9000000,0,ok,-10000,19,19,54,23,31,55,"[3,1,0,3,3]",,,,
38517,Riedel,clemens-riedel,7,2,250000,12000000,38,ok,-10000,8,12,58,28,30,,"[null,2,2,null,null]",,,,
26344,Copete,copete,18,2,310000,10000000,3,doubt,0,10,11,44,26,18,68,"[""injured"",""injured"",""injured"",""injured"",""injured""]",,,Lesión en el menisco de la rodilla izquierda.,1779620409
35316,Corberán,corberan,18,5,330000,8000000,0,ok,0,19,19,49,30,19,34,"[3,3,1,3,0]",,,,
23006,Cristian Rivero,cristian-rivero,18,1,150000,7000000,13,ok,0,0,1,-6,0,-6,,"[null,null,null,null,null]",,,,
10276,Cucho,cucho,87,4,7190000,31000000,19,ok,0,17,15,173,95,78,93,"[6,null,9,2,16]",,,,
39923,Cyril Ngonge,cyril-ngonge,7,4,270000,8000000,16,ok,0,4,5,22,8,14,,"[null,""doubt"",""doubt"",""doubt"",""injured""]",,[3],,
37725,Affengruber,d-affengruber,75,2,4350000,12000000,22,ok,-70000,17,19,151,99,52,,"[6,6,2,6,-2]",,,,
41021,Damián Cáceres,damian-caceres,8,3,200000,7000000,46,ok,0,2,1,6,4,2,,"[2,2,2]",,,,
22975,Dani Cárdenas,dani-cardenas,70,1,280000,8000000,1,ok,0,2,2,20,16,4,24,"[2,null,null,null,null]",,,,
2044,Ceballos,dani-ceballos,15,3,390000,15000000,19,ok,0,10,6,28,14,14,50,"[2,null,null,null,null]",,,,
14424,Dani Martínez,dani-martinez,2,2,150000,7000000,30,ok,0,0,1,2,0,2,,"[null,null,null,null,null]",,,,
34527,Dani Olmo,dani-olmo,3,3,11430000,37000000,20,ok,-120000,17,16,170,122,48,137,"[-2,6,2,6,2]",i/p/hero/34527.png,[4],,
12400,Vivian,dani-vivian,1,2,1440000,21000000,3,ok,0,14,17,85,41,44,190,"[2,""injured"",2,-2,null]",i/p/hero/12400.png,,,
21,David Alaba,david-alaba,15,2,430000,11000000,4,ok,0,6,5,6,4,2,8,"[2,null,2,null,null]",,,,
11,David Soria,david-soria,8,1,4790000,14000000,13,ok,0,19,19,180,90,90,164,"[6,2,2,6,2]",,,,
38095,Davinchi,davinchi,8,2,180000,7000000,26,ok,0,7,7,30,8,22,,"[0,2,2,2,-2]",,[3],,
37495,Huijsen,dean-huijsen,15,2,4330000,23000000,24,ok,-110000,15,13,74,39,35,,"[2,6,null,null,6]",,,,
1876,Denis Suárez,denis-suarez,91,3,660000,7000000,4,ok,-10000,15,15,88,46,42,36,"[2,2,6,6,2]",,,,
38875,Diangana,diangana,75,3,170000,8000000,19,ok,0,11,9,48,26,22,,"[null,2,2,2,null]",,[4],,
12087,Diego Conde,diego-conde,19,1,230000,10000000,13,ok,0,0,0,0,0,0,92,"[null,null,null,null,null]",,,,
1679,Diego Llorente,diego-llorente,87,2,2310000,12000000,3,ok,-30000,10,8,79,53,26,138,"[6,null,6,2,2]",,,,
27994,Diego López,diego-lopez-2,18,4,1030000,21000000,16,injured,-10000,17,17,102,56,46,156,"[6,6,9,2,2]",i/p/hero/27994.png,[3],Rotura del ligamento cruzado anterior de la rodilla derecha. Retorno estimado: Finales de Noviembre.,1779645609
37741,Pampín,diego-pampin,10,2,150000,8000000,6,ok,0,4,4,18,8,10,,"[null,null,2,null,2]",,,,
5678,Diego Rico,diego-rico,8,2,340000,11000000,16,ok,0,13,15,72,36,36,114,"[null,null,null,null,2]",,[3],,
9983,Djené,djene,8,2,770000,10000000,2,ok,-10000,16,18,88,34,54,112,"[null,-8,2,2,""sanctioned""]",,[3],,
31267,Sow,djibril-sow,17,3,2290000,10000000,20,ok,-40000,16,17,112,64,48,74,"[2,2,6,2,""sanctioned""]",,,,
9090,Dmitrovic,dmitrovic,7,1,2610000,13000000,13,ok,-60000,18,19,178,96,82,160,"[null,10,10,-2,6]",,,,
38308,Dolan,dolan,7,4,1260000,8000000,24,ok,-20000,18,18,115,60,55,,"[6,2,""sanctioned"",9,2]",,[3],,
2635,Domingos Duarte,domingos-duarte,8,2,1380000,9000000,22,ok,-30000,17,17,105,54,51,66,"[2,2,6,6,-2]",,,,
37399,Caleta-Car,duje-caleta-car,13,2,850000,16000000,16,ok,-10000,13,14,81,37,44,,"[null,null,2,2,2]",,,,
1733,Camavinga,e-camavinga,15,3,2660000,21000000,6,ok,-60000,14,15,68,30,38,70,"[null,2,-2,-2,0]",i/p/hero/1733.png,,,
18173,Militão,eder-militao,15,2,2430000,13000000,3,injured,-30000,9,7,90,47,43,45,"[""injured"",""injured"",""injured"",""injured"",""injured""]",i/p/hero/18173.png,,Lesión muscular en el bíceps femoral de su pierna izquierda. Retorno estimado: Finales de Septiembre.,1776938400
38236,Eder Sarabia,eder-sarabia,75,5,380000,7000000,0,ok,0,19,19,43,35,8,,"[1,3,0,1,0]",,,,
19862,Expósito,edu-exposito-2,7,3,4750000,12000000,8,ok,-80000,17,19,160,90,70,72,"[6,2,10,2,2]",,,,
33531,Ejuke,ejuke,17,4,1460000,9000000,21,ok,-30000,14,13,83,49,34,92,"[0,2,null,6,6]",,[3],,
35606,El-Abdellaoui,el-abdellaoui,5,4,290000,7000000,39,ok,0,12,10,70,46,24,,"[null,null,2,null,2]",,[3],,
33694,Boyomo,enzo-boyomo,93,2,2150000,15000000,22,ok,-40000,14,16,125,64,61,172,"[2,2,2,2,2]",,,,
25592,Cömert,eray-comert,18,2,920000,10000000,24,ok,-10000,6,11,58,38,20,30,"[null,-4,2,6,null]",,,,
20,Eric García,eric-garcia,3,2,11660000,18000000,24,ok,0,17,17,213,126,87,156,"[2,6,null,10,6]",i/p/hero/20.png,[3],,
26670,Ernesto Valverde,ernesto-valverde,1,5,610000,13000000,0,ok,-10000,19,19,45,30,15,70,"[0,1,0,0,3]",,,,
32435,Etta Eyong,etta-eyong,10,4,2360000,8000000,21,ok,-50000,18,15,103,58,45,13,"[2,0,null,13,2]",,,,
9811,Chimy Ávila,ezequiel-avila,87,4,300000,8000000,9,ok,0,7,9,21,11,10,36,"[2,2,null,null,0]",,[3],,
30801,Federico Gattoni,f-gattoni,17,2,150000,8000000,22,ok,0,1,0,2,2,0,,"[null,null,null,null,null]",,,,
38422,Redondo,f-redondo,75,3,150000,12000000,5,ok,0,7,5,-4,-6,2,,"[null,null,null,null,null]",,,,
38965,Cardoso,fabio-cardoso,17,2,150000,11000000,15,ok,0,1,3,16,6,10,,"[null,null,null,null,null]",,,,
35426,Facundo Garcés,facundo-garces,91,2,310000,8000000,2,discarded,0,4,6,40,16,24,34,"[""discarded"",""discarded"",""discarded"",""discarded"",""discarded""]",,,Sanción FIFA.,1772708400
9402,Valverde,fede-valverde,15,3,14000000,53000000,8,ok,-140000,17,16,152,92,60,224,"[2,null,""injured"",""injured"",6]",i/p/hero/9402.png,[2],,
35291,Fer López,fer-lopez,5,3,1900000,8000000,8,ok,-30000,8,9,74,28,46,70,"[6,2,2,2,6]",,[4],,
1871,Mendy,ferland-mendy,15,2,450000,12000000,23,injured,0,2,3,8,0,8,2,"[""injured"",""injured"",""injured"",""injured"",0]",,,Desgarro del tendón del recto femoral con separación ósea. Retorno estimado: Vuelta indefinida.,1777888800
31243,Fermín,fermin-lopez,3,3,10650000,21000000,16,doubt,-20000,16,14,188,124,64,128,"[""doubt"",6,""doubt"",6,10]",i/p/hero/31243.png,[4],Fractura en el quinto metatarsiano del pie derecho.,1779566430
11045,Calero,fernando-calero,7,2,900000,8000000,5,ok,0,14,14,88,56,32,49,"[6,2,""sanctioned"",2,2]",,,,
12526,Ferran Torres,ferran-torres,3,4,10580000,27000000,7,ok,0,15,18,184,113,71,132,"[2,""doubt"",2,13,13]",i/p/hero/12526.png,,,
38368,Filip Ugrinic,filip-ugrinic,18,3,870000,13000000,23,ok,-10000,13,14,84,44,40,,"[6,2,2,2,2]",,,,
2597,Fornals,fornals,87,3,13420000,15000000,8,ok,-200000,19,18,210,114,96,100,"[10,null,14,6,6]",i/p/hero/2597.png,,,
1780,Foulquier,foulquier,18,2,220000,10000000,20,doubt,0,8,7,24,10,14,88,"[""injured"",""injured"",""injured"",""injured"",""injured""]",,,Lesión en la rodilla.,1779620401
5220,Fran García,fran-garcia,15,2,1900000,16000000,20,ok,-40000,6,7,46,16,30,116,"[null,6,null,6,6]",,,,
10182,Fran González,fran-gonzalez,15,1,150000,7000000,26,ok,0,0,0,0,0,0,2,"[null,null,null,null,null]",,,,
27995,Fran Pérez,francisco-perez,70,4,260000,8000000,21,ok,0,16,13,72,50,22,50,"[null,2,2,6,null]",,[3],,
15921,Franco Cervi,franco-cervi,5,4,150000,7000000,11,ok,0,0,0,0,0,0,16,"[null,null,null,null,null]",,[3],,
18174,De Jong,frenkie-de-jong,3,3,7610000,26000000,21,ok,-50000,10,15,103,52,51,108,"[-2,""doubt"",null,2,6]",i/p/hero/18174.png,,,
11686,Lo Celso,g-lo-celso,87,3,4360000,24000000,20,ok,290000,12,12,96,52,44,124,"[2,2,6,null,2]",i/p/hero/11686.png,,,
38962,Mikautadze,g-mikautadze,19,4,10050000,38000000,9,ok,-210000,16,16,179,111,68,,"[9,null,9,2,16]",,,,
163,Guido Rodríguez,g-rodriguez,18,3,3700000,9000000,2,ok,-40000,8,8,76,44,32,,"[14,6,2,2,2]",,,,
30789,Giuliano Simeone,g-simeone,2,3,6110000,21000000,20,ok,0,18,13,126,76,50,139,"[-2,2,""doubt"",""doubt"",""injured""]",,[4],,
38194,Gabriel Suazo,gabriel-suazo,17,2,1170000,12000000,12,ok,-20000,13,16,68,28,40,,"[2,2,2,2,6]",,[3],,
19509,Marcelino,gaizka-garitano,,5,2030000,12000000,0,ok,0,19,19,72,46,26,70,"[3,0,0,1,3]",,,,
24732,Gavi,gavi,3,3,5960000,21000000,6,ok,-100000,5,6,62,26,36,94,"[2,6,null,6,10]",i/p/hero/24732.png,,,
1844,Gayà,gaya,18,2,1890000,16000000,14,ok,-30000,16,16,89,52,37,86,"[""doubt"",""injured"",2,2,2]",i/p/hero/1844.png,,,
34111,Gerard Martín,gerard-martin,3,2,5300000,11000000,18,ok,-50000,17,15,120,86,34,95,"[2,6,null,6,6]",,,,
1927,Gerard Moreno,gerard-moreno,19,4,9720000,16000000,7,ok,-70000,11,11,146,84,62,71,"[""doubt"",2,9,2,6]",i/p/hero/1927.png,,,
20969,Germán Valera,german-valera,75,3,8770000,8000000,11,ok,-220000,19,17,191,139,52,14,"[6,10,2,2,""sanctioned""]",,"[2, 4]",,
32042,Gonzalo García,gonzalo-garcia,15,4,2580000,10000000,16,ok,-50000,15,15,78,54,24,4,"[9,0,9,2,6]",,,,
25403,Gonzalo Villar,gonzalo-villar,75,3,1740000,8000000,12,ok,-40000,5,7,40,18,22,,"[2,6,2,6,-2]",,,,
1153,Griezmann,griezmann,2,4,6310000,31000000,7,ok,0,18,16,135,84,51,128,"[6,10,6,2,6]",i/p/hero/1153.png,[3],,
10745,Guedes,guedes,13,4,5650000,20000000,11,ok,-60000,17,15,132,86,46,,"[null,2,""injured"",""doubt"",""doubt""]",i/p/hero/10745.png,[3],,
2595,Gumbau,gumbau,70,3,240000,8000000,15,ok,0,12,16,56,28,28,56,"[2,null,6,2,6]",,,,
10158,Guridi,guridi,17,3,820000,10000000,18,ok,100000,12,16,72,26,46,113,"[2,6,6,6,2]",,,,
17056,Guruzeta,guruceta,1,4,3070000,16000000,11,ok,0,19,16,133,84,49,131,"[5,2,2,2,10]",i/p/hero/17056.png,,,
2247,Bellerín,h-bellerin,87,2,2810000,8000000,2,ok,-50000,14,13,108,66,42,18,"[2,2,6,2,6]",,,,
38290,Hancko,hancko,2,2,2600000,24000000,17,ok,-60000,16,14,106,74,32,,"[-2,6,2,2,null]",,,,
19244,Hansi Flick,hansi-flick,3,5,4390000,21000000,0,ok,0,19,19,94,57,37,88,"[0,3,0,3,3]",,,,
32460,Héctor Fort,hector-fort,75,2,1890000,8000000,39,ok,-30000,6,8,68,35,33,42,"[2,null,11,0,2]",,[3],,
32135,Hugo Álvarez,hugo-alvarez,5,3,1750000,10000000,23,ok,-30000,15,13,108,74,34,102,"[2,2,6,2,10]",,[4],,
6259,Hugo Duro,hugo-duro,18,4,2370000,18000000,9,ok,0,18,18,136,83,53,131,"[6,9,2,2,2]",,,,
25400,Sotelo,hugo-sotelo,5,3,440000,7000000,22,ok,-10000,10,10,64,32,32,64,"[null,null,2,null,null]",,,,
1523,Iago Aspas,iago-aspas,5,4,2580000,21000000,10,ok,-50000,17,15,117,82,35,167,"[2,2,2,2,9]",i/p/hero/1523.png,[3],,
40007,Diabate,ibrahim-diabate,91,4,410000,8000000,22,ok,-10000,5,5,36,19,17,,"[0,2,13,2,2]",,,,
25778,Iker Benito,iker-benito,93,3,170000,8000000,2,ok,0,3,3,24,16,8,4,"[null,null,null,0,null]",,[2],,
18128,Iker Muñoz,iker-munoz,93,3,220000,7000000,8,ok,0,7,12,52,22,30,38,"[null,2,null,2,null]",,,,
