date,date_iso,round_id,round_name,score_id,user_id,user_name,points,bonus,reason_bonusPoint,reason_bonusFixed,reason_json,reason_bonusRoundPosition
1756393378,2025-08-28T15:02:58+00:00,4489,Jornada 6,1,8127478,Arregui,2,540000,40000,500000,"{""bonusPoint"":40000,""bonusFixed"":500000}",
1756393378,2025-08-28T15:02:58+00:00,4489,Jornada 6,1,5684093,CD Cornisa Azul,2,580000,80000,500000,"{""bonusPoint"":80000,""bonusFixed"":500000}",
1756393378,2025-08-28T15:02:58+00:00,4489,Jornada 6,1,6826480,Víctor Orta,2,620000,120000,500000,"{""bonusPoint"":120000,""bonusFixed"":500000}",
1756393378,2025-08-28T15:02:58+00:00,4489,Jornada 6,1,6822272,Ricardo J,-2,620000,120000,500000,"{""bonusPoint"":120000,""bonusFixed"":500000}",
1756220942,2025-08-26T15:09:02+00:00,4485,Jornada 2,1,5684093,CD Cornisa Azul,53,980000,480000,500000,"{""bonusPoint"":480000,""bonusFixed"":500000}",
1756220942,2025-08-26T15:09:02+00:00,4485,Jornada 2,1,8127478,Arregui,47,1310000,560000,500000,"{""bonusPoint"":560000,""bonusFixed"":500000,""bonusRoundPosition"":250000}",250000
1756220942,2025-08-26T15:09:02+00:00,4485,Jornada 2,1,10089858,Karlox F.C.,37,1660000,660000,500000,"{""bonusPoint"":660000,""bonusFixed"":500000,""bonusRoundPosition"":500000}",500000
1756220942,2025-08-26T15:09:02+00:00,4485,Jornada 2,1,8128710,Los vengadores,34,1930000,680000,500000,"{""bonusPoint"":680000,""bonusFixed"":500000,""bonusRoundPosition"":750000}",750000
1756220942,2025-08-26T15:09:02+00:00,4485,Jornada 2,1,6822272,Ricardo J,33,2240000,740000,500000,"{""bonusPoint"":740000,""bonusFixed"":500000,""bonusRoundPosition"":1000000}",1000000
1756220942,2025-08-26T15:09:02+00:00,4485,Jornada 2,1,11678835,Julia,28,2690000,940000,500000,"{""bonusPoint"":940000,""bonusFixed"":500000,""bonusRoundPosition"":1250000}",1250000
1756220942,2025-08-26T15:09:02+00:00,4485,Jornada 2,1,6826480,Víctor Orta,24,3060000,1060000,500000,"{""bonusPoint"":1060000,""bonusFixed"":500000,""bonusRoundPosition"":1500000}",1500000
1755702363,2025-08-20T15:06:03+00:00,4484,Jornada 1,1,8128710,Los vengadores,58,700000,200000,500000,"{""bonusPoint"":200000,""bonusFixed"":500000}",
1755702363,2025-08-20T15:06:03+00:00,4484,Jornada 1,1,10089858,Karlox F.C.,41,1190000,440000,500000,"{""bonusPoint"":440000,""bonusFixed"":500000,""bonusRoundPosition"":250000}",250000
1755702363,2025-08-20T15:06:03+00:00,4484,Jornada 1,1,11678835,Julia,36,1440000,440000,500000,"{""bonusPoint"":440000,""bonusFixed"":500000,""bonusRoundPosition"":500000}",500000
1755702363,2025-08-20T15:06:03+00:00,4484,Jornada 1,1,8127478,Arregui,36,1970000,720000,500000,"{""bonusPoint"":720000,""bonusFixed"":500000,""bonusRoundPosition"":750000}",750000
1755702363,2025-08-20T15:06:03+00:00,4484,Jornada 1,1,6826480,Víctor Orta,22,2220000,720000,500000,"{""bonusPoint"":720000,""bonusFixed"":500000,""bonusRoundPosition"":1000000}",1000000
1755702363,2025-08-20T15:06:03+00:00,4484,Jornada 1,1,5684093,CD Cornisa Azul,22,2570000,820000,500000,"{""bonusPoint"":820000,""bonusFixed"":500000,""bonusRoundPosition"":1250000}",1250000
1755702363,2025-08-20T15:06:03+00:00,4484,Jornada 1,1,6822272,Ricardo J,10,3160000,1160000,500000,"{""bonusPoint"":1160000,""bonusFixed"":500000,""bonusRoundPosition"":1500000}",1500000
